t,degree,alpha,personi
0.05265185465021804,0,0.0,0
0.05265185465021804,0,0.1,1
0.05265185465021804,0,0.2,2
0.05265185465021804,0,0.30000000000000004,3
0.05265185465021804,0,0.4,4
0.05265185465021804,0,0.5,5
0.05265185465021804,0,0.6000000000000001,6
0.05265185465021804,0,0.7000000000000001,7
0.05265185465021804,0,0.8,8
0.05265185465021804,0,0.9,9
0.05265185465021804,0,1.0,10
0.05265185465021804,0,1.1,11
0.05265185465021804,0,1.2000000000000002,12
0.05265185465021804,0,1.3,13
0.05265185465021804,0,1.4000000000000001,14
0.05265185465021804,0,1.5,15
0.05265185465021804,0,1.6,16
0.05265185465021804,0,1.7000000000000002,17
0.05265185465021804,0,1.8,18
0.05265185465021804,0,1.9000000000000001,19
0.05265185465021804,0,2.0,20
0.05265185465021804,0,2.1,21
0.05265185465021804,0,2.2,22
0.05265185465021804,0,2.3000000000000003,23
0.05265185465021804,0,2.4000000000000004,24
0.05265185465021804,0,2.5,25
0.05265185465021804,0,2.6,26
0.05265185465021804,0,2.7,27
0.05265185465021804,0,2.8000000000000003,28
0.05265185465021804,0,2.9000000000000004,29
0.05265185465021804,0,3.0,30
0.05265185465021804,0,3.1,31
0.05265185465021804,0,3.2,32
0.05265185465021804,0,3.3000000000000003,33
0.05265185465021804,0,3.4000000000000004,34
0.05265185465021804,0,3.5,35
0.05265185465021804,0,3.6,36
0.05265185465021804,0,3.7,37
0.05265185465021804,0,3.8000000000000003,38
0.05265185465021804,0,3.9000000000000004,39
0.05265185465021804,0,4.0,40
0.05265185465021804,0,4.1000000000000005,41
0.05265185465021804,0,4.2,42
0.05265185465021804,0,4.3,43
0.05265185465021804,0,4.4,44
0.05265185465021804,0,4.5,45
0.05265185465021804,0,4.6000000000000005,46
0.05265185465021804,0,4.7,47
0.05265185465021804,0,4.800000000000001,48
0.05265185465021804,0,4.9,49
0.05265185465021804,0,5.0,50
0.05265185465021804,0,5.1000000000000005,51
0.05265185465021804,0,5.2,52
0.05265185465021804,0,5.300000000000001,53
0.05265185465021804,0,5.4,54
0.05265185465021804,0,5.5,55
0.05265185465021804,0,5.6000000000000005,56
0.05265185465021804,0,5.7,57
0.05265185465021804,0,5.800000000000001,58
0.05265185465021804,0,5.9,59
0.05265185465021804,0,6.0,60
0.05265185465021804,0,6.1000000000000005,61
0.05265185465021804,0,6.2,62
0.05265185465021804,0,6.300000000000001,63
0.05265185465021804,0,6.4,64
0.05265185465021804,0,6.5,65
0.05265185465021804,0,6.6000000000000005,66
0.05265185465021804,1,6.7,67
0.05265185465021804,0,6.800000000000001,68
0.05265185465021804,0,6.9,69
0.05265185465021804,0,7.0,70
0.05265185465021804,0,7.1000000000000005,71
0.05265185465021804,0,7.2,72
0.05265185465021804,0,7.300000000000001,73
0.05265185465021804,0,7.4,74
